ATENDIMENTO_ANO;ATENDIMENTO_BAIRRO_NOME;EQUIPAMENTO_URBANO_NOME;FLAG_EQUIPAMENTO_URBANO;FLAG_FLAGRANTE;LOGRADOURO_NOME;NATUREZA1_DEFESA_CIVIL;NATUREZA1_DESCRICAO;NATUREZA2_DEFESA_CIVIL;NATUREZA2_DESCRICAO;NATUREZA3_DEFESA_CIVIL;NATUREZA3_DESCRICAO;NATUREZA4_DEFESA_CIVIL;NATUREZA4_DESCRICAO;NATUREZA5_DEFESA_CIVIL;NATUREZA5_DESCRICAO;SUBCATEGORIA1_DESCRICAO;SUBCATEGORIA2_DESCRICAO;SUBCATEGORIA3_DESCRICAO;SUBCATEGORIA4_DESCRICAO;SUBCATEGORIA5_DESCRICAO;OCORRENCIA_ANO;OCORRENCIA_CODIGO;OCORRENCIA_DATA;OCORRENCIA_DIA_SEMANA;OCORRENCIA_HORA;OCORRENCIA_MES;OPERACAO_DESCRICAO;ORIGEM_CHAMADO_DESCRICAO;REGIONAL_FATO_NOME;SECRETARIA_NOME;SECRETARIA_SIGLA;SERVICO_NOME;SITUACAO_EQUIPE_DESCRICAO;NUMERO_PROTOCOLO_156
2009;CIDADE INDUSTRIAL;;NĂO;NĂO;DAVI XAVIER DA SILVA;0;Alarmes;;;;;;;;;Disparo de Alarme (violaçăo);;;;;2009;1;2009-01-01 15:14:00.000;QUINTA;15:14:00;1;;SIGA;CIC;FUNDAÇĂO DE AÇĂO SOCIAL;FAS;SIGA;;
2009;FAZENDINHA;BOSQUE DA FAZENDINHA;SIM;NĂO; CARLOS KLEMTZ;0;Roubo;;;;;;;;;Transeunte;;;;;2009;2;2009-01-01 15:22:00.000;QUINTA;15:22:00;1;;153;PORTĂO;SECRETARIA MUNICIPAL MEIO AMBIENTE;SMMA;NORMAL;;
2009;UBERABA;;NĂO;NĂO;DOUTOR JOĂO DE PAULA MOURA BRITO;0;Animais;;;;;;;;;Căo solto em via pública;;;;;2009;3;2009-01-01 15:59:00.000;QUINTA;15:59:00;1;;156;CAJURU;SECRETARIA MUNICIPAL DA SAÚDE;SMS;SACAF;;2640856
2009;SÍTIO CERCADO;;NĂO;NĂO;EDGARD CAVALCANTI DE ALBUQUERQUE;0;Animais;;;;;;;;;Căo solto em via pública;;;;;2009;4;2009-01-01 16:13:00.000;QUINTA;16:13:00;1;;156;BAIRRO NOVO;SECRETARIA MUNICIPAL DA SAÚDE;SMS;SACAF;;2640854
2009;TATUQUARA;CENTRO DE ESPORTE E LAZER SANTA RITA;SIM;NĂO; CARLOS MUNHOZ DA ROCHA;0;Alarmes;;;;;;;;;Disparo de Alarme (violaçăo);;;;;2009;5;2009-01-01 16:29:00.000;QUINTA;16:29:00;1;;SIGA;PINHEIRINHO;FUNDAÇĂO DE AÇĂO SOCIAL;FAS;SIGA;;
2009;SÍTIO CERCADO;;NĂO;NĂO;HUSSEIN IBRAHIM OMAIRY;0;Alarmes;;;;;;;;;Disparo de Alarme (violaçăo);;;;;2009;6;2009-01-01 14:00:00.000;QUINTA;14:00:00;1;;SIGA;BAIRRO NOVO;FUNDAÇĂO DE AÇĂO SOCIAL;FAS;SIGA;;
2009;SANTA CÂNDIDA;CEMITÉRIO MUNICIPAL SANTA CÂNDIDA;SIM;NĂO; NOVA DE COLOMBO;0;Trânsito;;;;;;;;;Acidente de trânsito;;;;;2009;7;2009-01-01 16:45:00.000;QUINTA;16:45:00;1;;IMEDIATA;BOA VISTA;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;BOQUEIRĂO;CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL CRAS IGUAPE CIDADANIA;SIM;NĂO; CARLOS ESSENFELDER;0;Alarmes;;;;;;;;;Disparo de Alarme (violaçăo);;;;;2009;8;2009-01-01 17:45:00.000;QUINTA;17:45:00;1;;SIGA;BOQUEIRĂO;FUNDAÇĂO DE AÇĂO SOCIAL;FAS;SIGA;;
2009;CENTRO;;NĂO;SIM;PRESIDENTE FARIA;0;Roubo;;;;;;;;;Transeunte;;;;;2009;9;2009-01-01 14:20:00.000;QUINTA;14:20:00;1;;IMEDIATA;MATRIZ;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;GOE;;
2009;BOA VISTA;CENTRO MUNICIPAL DE EDUCAÇĂO INFANTIL NOSSA SENHORA DE FÁTIMA;SIM;NĂO;SANTA EDWIGES;0;Invasăo;;;;;;;;;Invasăo de equipamento/patrimônio público;;;;;2009;10;2009-01-01 18:04:00.000;QUINTA;18:04:00;1;;156;BOA VISTA;SECRETARIA MUNICIPAL DA EDUCAÇĂO;SME;NORMAL;;
2009;TABOĂO;PARQUE TANGUÁ;SIM;NĂO; OSWALDO MACIEL;0;Apoio;;;;;;;;;Apoio ao cidadăo - PRESTAÇĂO DE SOCORRO/SALVAMENTO;;;;;2009;11;2009-01-01 18:10:00.000;QUINTA;18:10:00;1;;IMEDIATA;BOA VISTA;SECRETARIA MUNICIPAL MEIO AMBIENTE;SMMA;NORMAL;;
2009;CENTRO;;NĂO;NĂO;TOBIAS DE MACEDO;0;Abordagem;;;;;;;;;;;;;;2009;12;2009-01-01 15:40:00.000;QUINTA;15:40:00;1;;CCO URBS;MATRIZ;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CENTRO;;NĂO;NĂO;TIRADENTES;0;Substância Ilícita;;;;;;;;;Tráfico de drogas;;;;;2009;13;2009-01-01 15:55:00.000;QUINTA;15:55:00;1;;CCO URBS;MATRIZ;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CENTRO;;NĂO;NĂO;TOBIAS DE MACEDO;0;Atitude suspeita;;;;;;;;;;;;;;2009;14;2009-01-01 15:52:00.000;QUINTA;15:52:00;1;;CCO URBS;MATRIZ;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CIDADE INDUSTRIAL;;NĂO;NĂO;MARIA HOMAN WISNIEWSKI;0;Alarmes;;;;;;;;;Disparo de Alarme (violaçăo);;;;;2009;15;2009-01-01 19:45:00.000;QUINTA;19:45:00;1;;SIGA;CIC;FUNDAÇĂO DE AÇĂO SOCIAL;FAS;SIGA;;
2009;XAXIM;;NĂO;NĂO;1 DE MAIO;0;Alarmes;;;;;;;;;Disparo de Alarme (violaçăo);;;;;2009;16;2009-01-01 19:53:00.000;QUINTA;19:53:00;1;;SIGA;BOQUEIRĂO;FUNDAÇĂO DE AÇĂO SOCIAL;FAS;SIGA;;
2009;UBERABA;LICEU DE OFÍCIOS UBERABA;SIM;NĂO; OLINDO CAETANI;0;Alarmes;;;;;;;;;Disparo de Alarme (violaçăo);;;;;2009;17;2009-01-01 19:58:00.000;QUINTA;19:58:00;1;;SIGA;CAJURU;FUNDAÇĂO DE AÇĂO SOCIAL;FAS;SIGA;;
2009;PILARZINHO;CASA TINGUI;SIM;NĂO; FREDOLIN WOLF;0;Alarmes;;;;;;;;;Disparo de Alarme (violaçăo);;;;;2009;18;2009-01-01 20:06:00.000;QUINTA;20:06:00;1;;SIGA;BOA VISTA;FUNDAÇĂO DE AÇĂO SOCIAL;FAS;SIGA;;
2009;REBOUÇAS;;NĂO;NĂO;ROCKEFELLER;0;Alarmes;;;;;;;;;Disparo de Alarme (violaçăo);;;;;2009;19;2009-01-01 20:13:00.000;QUINTA;20:13:00;1;;SIGA;MATRIZ;FUNDAÇĂO DE AÇĂO SOCIAL;FAS;SIGA;;
2009;ÁGUA VERDE;CATI ÁGUA VERDE;SIM;NĂO; ÁGUA VERDE;0;Alarmes;;;;;;;;;Disparo de Alarme (violaçăo);;;;;2009;20;2009-01-01 20:24:00.000;QUINTA;20:24:00;1;;SIGA;PORTĂO;FUNDAÇĂO DE AÇĂO SOCIAL;FAS;SIGA;;
2009;ÁGUA VERDE;CATI ÁGUA VERDE;SIM;NĂO; ÁGUA VERDE;0;Alarmes;;;;;;;;;Disparo de Alarme (violaçăo);;;;;2009;21;2009-01-01 20:40:00.000;QUINTA;20:40:00;1;;SIGA;PORTĂO;FUNDAÇĂO DE AÇĂO SOCIAL;FAS;SIGA;;
2009;CIDADE INDUSTRIAL;CENTRO DE EDUCAÇĂO INTEGRAL  PADRE FRANCISCO MESZNER;SIM;NĂO; JOSÉ TISSI;0;Invasăo;;;;;;;;;Invasăo de equipamento/patrimônio público;;;;;2009;22;2009-01-01 20:45:00.000;QUINTA;20:45:00;1;;CIOSP (190);CIC;SECRETARIA MUNICIPAL DA EDUCAÇĂO;SME;NORMAL;;
2009;BOQUEIRĂO;RUA DA CIDADANIA BOQUEIRĂO;SIM;NĂO; MARECHAL FLORIANO PEIXOTO;0;Apoio;;;;;;;;;Apoio ao cidadăo - PRESTAÇĂO DE SOCORRO/SALVAMENTO;;;;;2009;23;2009-01-01 20:00:00.000;QUINTA;20:00:00;1;;IMEDIATA;BOQUEIRĂO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;BATEL;;NĂO;NĂO;SILVA JARDIM;1;Queda de árvore;;;;;;;;;;;;;;2009;24;2009-01-01 19:31:00.000;QUINTA;19:31:00;1;;CIOSP (190);MATRIZ;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;BATEL;;NĂO;NĂO;SILVA JARDIM;1;Alagamento;;;;;;;;;;;;;;2009;25;2009-01-01 19:34:00.000;QUINTA;19:34:00;1;;156;MATRIZ;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;FAZENDINHA;;NĂO;NĂO;DANIEL PETERSEN;1;Queda de árvore;;;;;;;;;;;;;;2009;26;2009-01-01 19:49:00.000;QUINTA;19:49:00;1;;CIOSP (190);PORTĂO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;NOVO MUNDO;LICEU DE OFÍCIOS GRALHA AZUL;SIM;NĂO; BRASILIA;0;Alarmes;;;;;;;;;Disparo de Alarme (violaçăo);;;;;2009;27;2009-01-01 21:44:00.000;QUINTA;21:44:00;1;;SIGA;PORTĂO;FUNDAÇĂO DE AÇĂO SOCIAL;FAS;SIGA;;
2009;CIDADE INDUSTRIAL;;NĂO;NĂO;SETEMBRINO PORTELLA NETO;1;Alagamento;;;;;;;;;;;;;;2009;28;2009-01-01 21:45:00.000;QUINTA;21:45:00;1;;153;CIC;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;ALTO BOQUEIRĂO;;NĂO;NĂO;EXPEDICIONÁRIO ESTANISLAU WOJCIK;0;Invasăo;;;;;;;;;Invasăo de equipamento/patrimônio público;;;;;2009;29;2009-01-01 23:29:00.000;QUINTA;23:29:00;1;;156;BOQUEIRĂO;SECRETARIA MUNICIPAL DA EDUCAÇĂO;SME;NORMAL;;2640950
2009;CIDADE INDUSTRIAL;;NĂO;NĂO;JOSE RODRIGUES PINHEIRO;0;Alarmes;;;;;;;;;Disparo de Alarme (violaçăo);;;;;2009;30;2009-01-01 23:46:00.000;QUINTA;23:46:00;1;;SIGA;CIC;FUNDAÇĂO DE AÇĂO SOCIAL;FAS;SIGA;;
2009;CAPĂO RASO;TERMINAL PINHEIRINHO;SIM;NĂO;PINHEIRINHO;0;Roubo;;;;;;;;;Transeunte;;;;;2009;31;2009-01-02 00:58:00.000;SEXTA;00:58:00;1;;CIOSP (190);PINHEIRINHO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;SIGA;;
2009;NOVO MUNDO;UNIDADE DE SAÚDE AURORA;SIM;NĂO; THEOPHILO MANSUR;0;Dano;;;;;;;;;Arrombamento;;;;;2009;32;2009-01-02 00:21:00.000;SEXTA;00:21:00;1;;AOS GMS;PORTĂO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CIDADE INDUSTRIAL;;NĂO;NĂO;ESTANISLAU KUCEK;0;Veículo;;;;;;;;;Veículo aberto/abandonado;;;;;2009;33;2009-01-02 00:40:00.000;SEXTA;00:40:00;1;;À VIATURA;CIC;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;JARDIM BOTÂNICO;CENTRO DE ESPORTE E LAZER PLÍNIO TOURINHO;SIM;NĂO;PLÍNIO TOURINHO;0;Alarmes;;;;;;;;;Disparo de Alarme (violaçăo);;;;;2009;34;2009-01-02 04:52:00.000;SEXTA;04:52:00;1;;SIGA;MATRIZ;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;SIGA;;
2009;NOVO MUNDO;;NĂO;NĂO;ROSA CARVALHO CHAVES;0;Animais;;;;;;;;;Căo solto em via pública;;;;;2009;35;2009-01-02 08:17:00.000;SEXTA;08:17:00;1;;156;PORTĂO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;2640996
2009;UBERABA;;NĂO;NĂO;DOUTOR ALFREDO VIEIRA BARCELOS;0;Animais;;;;;;;;;Căo solto em via pública;;;;;2009;36;2009-01-02 08:55:00.000;SEXTA;08:55:00;1;;156;CAJURU;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;2641023
2009;PORTĂO;TERMINAL PORTĂO;SIM;NĂO; REPÚBLICA ARGENTINA;0;Atitude suspeita;;;;;;;;;;;;;;2009;37;2009-01-02 09:13:00.000;SEXTA;09:13:00;1;;153;PORTĂO;URBANIZAÇĂO DE CURITIBA;URBS;NORMAL;;
2009;CENTRO;ESTAÇĂO TUBO PÇ. RUI BARBOSA;SIM;NĂO; RUI BARBOSA;0;Atitude suspeita;;;;;;;;;;;;;;2009;38;2009-01-02 09:50:00.000;SEXTA;09:50:00;1;;CIOSP (190);MATRIZ;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;GUARDA DO CENTRO;;
2009;ORLEANS;UNIDADE MUNICIPAL DE SAÚDE NOVA ÓRLEANS;SIM;NĂO;CANAL BELÉM;0;Desinteligência;;;;;;;;;;;;;;2009;39;2009-01-02 09:20:00.000;SEXTA;09:20:00;1;;AOS GMS;SANTA FELICIDADE;SECRETARIA MUNICIPAL DA SAÚDE;SMS;NORMAL;;
2009;REBOUÇAS;;NĂO;NĂO;SILVA JARDIM;0;Animais;;;;;;;;;Căo solto em via pública;;;;;2009;40;2009-01-02 11:45:00.000;SEXTA;11:45:00;1;;156;MATRIZ;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;2641203
2009;BOA VISTA;;NĂO;NĂO;GAGO COUTINHO;0;Animais;;;;;;;;;Căo solto em via pública;;;;;2009;41;2009-01-02 12:01:00.000;SEXTA;12:01:00;1;;153;BOA VISTA;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;SANTA FELICIDADE;;NĂO;NĂO;PADRE TIAGO ALBERIONE;0;Animais;;;;;;;;;Căo solto em via pública;;;;;2009;42;2009-01-02 12:30:00.000;SEXTA;12:30:00;1;;156;SANTA FELICIDADE;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;2641264
2009;SÍTIO CERCADO;;NĂO;NĂO;GENERAL ADALBERTO MASSA;0;Animais;;;;;;;;;Căo solto em via pública;;;;;2009;43;2009-01-02 11:20:00.000;SEXTA;11:20:00;1;;156;BAIRRO NOVO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;2641174
2009;CASCATINHA;;NĂO;SIM;TOBIAS DE MACEDO;0;Atitude suspeita;0;Abordagem;0;Encaminhamento;;;;;;;Encaminhamento de foragido (mandado de busca e apreensăo);;;2009;44;2009-01-02 12:00:00.000;SEXTA;12:00:00;1;;IMEDIATA;SANTA FELICIDADE;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CENTRO;;NĂO;NĂO;ALFREDO BUFREN;0;Roubo;;;;;;;;;Equipamento/patrimônio público;;;;;2009;45;2009-01-02 12:40:00.000;SEXTA;12:40:00;1;;IMEDIATA;MATRIZ;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;GUARDA DO CENTRO;;
2009;CAPĂO DA IMBUIA;;NĂO;NĂO;PRESIDENTE AFFONSO CAMARGO;0;Rixa;;;;;;;;;;;;;;2009;46;2009-01-02 13:50:00.000;SEXTA;13:50:00;1;;À VIATURA;CAJURU;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;PTC (Transporte Coletivo);;
2009;BARREIRINHA;;NĂO;NĂO;LODOVICO GERONAZZO;0;Dano;;;;;;;;;Vandalismo;;;;;2009;47;2009-01-02 14:05:00.000;SEXTA;14:05:00;1;;153;BOA VISTA;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CIDADE INDUSTRIAL;TERMINAL CIC;SIM;NĂO; LÉA MOREIRA DE SOUZA MOURA;0;Roubo;;;;;;;;;Transporte Coletivo;;;;;2009;48;2009-01-05 15:25:00.000;SEGUNDA;15:25:00;1;;CIOSP (190);CIC;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;SANTA CÂNDIDA;TERMINAL SANTA CÂNDIDA;SIM;NĂO; PARANÁ;0;Averiguaçăo;;;;;;;;;;;;;;2009;49;2009-01-05 14:00:00.000;SEGUNDA;14:00:00;1;;CIOSP (190);BOA VISTA;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CIDADE INDUSTRIAL;TERMINAL CAIUÁ;SIM;SIM; LODOVICO KAMINSKI;0;Uso indevido do cartăo transporte;;;;;;;;;;;;;;2009;50;2009-01-05 14:40:00.000;SEGUNDA;14:40:00;1;;153;CIC;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;BOA VISTA;;NĂO;NĂO;NOSSA SENHORA DE NAZARE;0;Animais;;;;;;;;;Căo solto em via pública;;;;;2009;51;2009-01-02 12:42:00.000;SEXTA;12:42:00;1;;156;BOA VISTA;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;JARDIM BOTÂNICO;JARDIM BOTÂNICO FRANCISCA MARIA GARFUNKEL RISCHBIETER;SIM;NĂO;NESTOR DE CASTRO;0;Apoio;;;;;;;;;Apoio ao cidadăo - PRESTAÇĂO DE SOCORRO/SALVAMENTO;;;;;2009;52;2009-01-02 14:50:00.000;SEXTA;14:50:00;1;;IMEDIATA;MATRIZ;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;CICLO PATRULHA;;
2009;CENTRO;ESTAÇĂO TUBO PÇ. RUI BARBOSA;SIM;NĂO; RUI BARBOSA;0;Apoio;;;;;;;;;Apoio ao cidadăo - PRESTAÇĂO DE SOCORRO/SALVAMENTO;;;;;2009;53;2009-01-02 13:50:00.000;SEXTA;13:50:00;1;;IMEDIATA;MATRIZ;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;GUARDA DO CENTRO;;
2009;CENTRO;;NĂO;NĂO;SĂO FRANCISCO;0;Atitude suspeita;;;;;;;;;;;;;;2009;54;2009-01-02 14:45:00.000;SEXTA;14:45:00;1;;CCO URBS;MATRIZ;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;SEGWAY;;
2009;CENTRO;;NĂO;NĂO;SĂO FRANCISCO;0;Orientaçăo;;;;;;;;;;;;;;2009;55;2009-01-02 15:38:00.000;SEXTA;15:38:00;1;;CCO URBS;MATRIZ;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CENTRO;ESTAÇĂO TUBO PÇ. TIRADENTES;SIM;SIM;TIRADENTES;0;Furto;0;Encaminhamento;;;;;;;Estabelecimento Comercial;Encaminhamento à DP (FLAGRANTE);;;;2009;56;2009-01-02 15:00:00.000;SEXTA;15:00:00;1;;IMEDIATA;MATRIZ;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;SANTA FELICIDADE;;NĂO;NĂO;JOĂO BUDEL;0;Dano;;;;;;;;;Arrombamento;;;;;2009;57;2009-01-02 15:15:00.000;SEXTA;15:15:00;1;;IMEDIATA;SANTA FELICIDADE;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CIDADE INDUSTRIAL;;NĂO;NĂO;BEATO PEDRO DONDERS;1;Alagamento;;;;;;;;;;;;;;2009;58;2009-01-02 16:35:00.000;SEXTA;16:35:00;1;;CIOSP (190);CIC;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;TATUQUARA;;NĂO;NĂO;CARLOS MUNHOZ DA ROCHA;1;Alagamento;;;;;;;;;;;;;;2009;59;2009-01-02 16:41:00.000;SEXTA;16:41:00;1;;156;PINHEIRINHO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;XAXIM;;NĂO;NĂO;JORGE WENDLER;1;Alagamento;;;;;;;;;;;;;;2009;60;2009-01-02 16:30:00.000;SEXTA;16:30:00;1;;153;BOQUEIRĂO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CIDADE INDUSTRIAL;;NĂO;NĂO;ANDRE PRADO;1;Alagamento;;;;;;;;;;;;;;2009;61;2009-01-02 16:38:00.000;SEXTA;16:38:00;1;;156;CIC;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CIDADE INDUSTRIAL;;NĂO;NĂO;RICARDO EMÍLIO MICHEL;1;Desabamento;1;Risco de acidente/à vida (Defesa Civil);;;;;;;;;;;;2009;62;2009-01-02 16:45:00.000;SEXTA;16:45:00;1;;CIOSP (190);CIC;SECRETARIA MUNICIPAL DA COMUNICAÇĂO SOCIAL;SMCS;NORMAL;;
2009;SEMINÁRIO;;NĂO;NĂO;HENRIQUE JOSÉ SIKORSKI;1;Alagamento;;;;;;;;;;;;;;2009;63;2009-01-02 16:42:00.000;SEXTA;16:42:00;1;;156;SANTA FELICIDADE;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;FAZENDINHA;;NĂO;NĂO;ANGELINA ANSAI;1;Alagamento;;;;;;;;;;;;;;2009;64;2009-01-02 16:51:00.000;SEXTA;16:51:00;1;;156;PORTĂO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;SÍTIO CERCADO;;NĂO;NĂO;NOVA AURORA;1;Alagamento;;;;;;;;;;;;;;2009;65;2009-01-02 16:51:00.000;SEXTA;16:51:00;1;;156;BAIRRO NOVO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CAMPO COMPRIDO;;NĂO;NĂO;AMADEU PIOTTO;1;Alagamento;;;;;;;;;;;;;;2009;66;2009-01-02 16:51:00.000;SEXTA;16:51:00;1;;156;SANTA FELICIDADE;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CIDADE INDUSTRIAL;;NĂO;NĂO;MUNICÍPIO DE CAMPO NOVO;1;Alagamento;;;;;;;;;;;;;;2009;67;2009-01-02 16:51:00.000;SEXTA;16:51:00;1;;156;CIC;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;XAXIM;;NĂO;NĂO;JOĂO NICOLETTI DAROS;1;Alagamento;;;;;;;;;;;;;;2009;68;2009-01-02 16:51:00.000;SEXTA;16:51:00;1;;156;BOQUEIRĂO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CAMPO COMPRIDO;;NĂO;NĂO;ADIR JOSÉ FRASON;1;Alagamento;;;;;;;;;;;;;;2009;69;2009-01-02 16:51:00.000;SEXTA;16:51:00;1;;156;SANTA FELICIDADE;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CIDADE INDUSTRIAL;;NĂO;NĂO;RAUL POMPEIA;1;Alagamento;;;;;;;;;;;;;;2009;70;2009-01-02 16:51:00.000;SEXTA;16:51:00;1;;156;CIC;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CIDADE INDUSTRIAL;;NĂO;NĂO;JOĂO CASAGRANDE;1;Alagamento;;;;;;;;;;;;;;2009;71;2009-01-02 16:51:00.000;SEXTA;16:51:00;1;;156;CIC;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CIDADE INDUSTRIAL;;NĂO;NĂO;DESEMBARGADOR CID CAMPELO;1;Alagamento;;;;;;;;;;;;;;2009;72;2009-01-02 16:51:00.000;SEXTA;16:51:00;1;;CIOSP (190);CIC;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;ALTO BOQUEIRĂO;;NĂO;NĂO;PEDRO SEBASTIĂO MEDEIROS;1;Alagamento;;;;;;;;;;;;;;2009;73;2009-01-02 16:51:00.000;SEXTA;16:51:00;1;;153;BOQUEIRĂO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CIDADE INDUSTRIAL;;NĂO;NĂO;LUIS CASA GRANDE;1;Risco de acidente/à vida (Defesa Civil);;;;;;;;;;;;;;2009;74;2009-01-02 16:51:00.000;SEXTA;16:51:00;1;;CIOSP (190);CIC;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;NOVO MUNDO;;NĂO;NĂO;HAYDÉE PEREIRA DO NASCIMENTO;1;Alagamento;;;;;;;;;;;;;;2009;75;2009-01-02 16:51:00.000;SEXTA;16:51:00;1;;156;PORTĂO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CAMPO COMPRIDO;;NĂO;NĂO;IRIS ANTONIO CAMPOS;1;Alagamento;;;;;;;;;;;;;;2009;76;2009-01-02 16:51:00.000;SEXTA;16:51:00;1;;156;SANTA FELICIDADE;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;PORTĂO;;NĂO;NĂO;REPÚBLICA ARGENTINA;1;Alagamento;;;;;;;;;;;;;;2009;77;2009-01-02 16:51:00.000;SEXTA;16:51:00;1;;156;PORTĂO;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
2009;CIDADE INDUSTRIAL;;NĂO;NĂO;MARQUÊS DE BARBACENA;1;Alagamento;;;;;;;;;;;;;;2009;78;2009-01-02 16:51:00.000;SEXTA;16:51:00;1;;156;CIC;SECRETARIA MUNICIPAL DE DEFESA SOCIAL E TRANSITO;SMDT;NORMAL;;
